"","Trials","ProbR","ID","role","cond","reward","choise","partner.choise","sender.dec","receiver.dec","phase","onset","state","event","image_name"
"219",73,75,"s65B","receiver","coop",0,2,2,"truth","trust","FB",1679.3328,"feedback",219,"s65B+beta+event_219+tlrc"
"220",74,25,"s65B","receiver","comp",0,2,1,"truth","doubt","1",1687.351,"waiting",220,"s65B+beta+event_220+tlrc"
"221",74,25,"s65B","receiver","comp",0,2,1,"truth","doubt","2",1694.351,"active",221,"s65B+beta+event_221+tlrc"
"222",74,25,"s65B","receiver","comp",0,2,1,"truth","doubt","FB",1701.351,"feedback",222,"s65B+beta+event_222+tlrc"
"223",75,30,"s65B","sender","coop",100,1,1,"truth","trust","1",1711.3713,"active",223,"s65B+beta+event_223+tlrc"
"224",75,30,"s65B","sender","coop",100,1,1,"truth","trust","2",1718.3713,"waiting",224,"s65B+beta+event_224+tlrc"
"225",75,30,"s65B","sender","coop",100,1,1,"truth","trust","FB",1725.3713,"feedback",225,"s65B+beta+event_225+tlrc"
"226",76,10,"s65B","sender","comp",0,1,1,"truth","trust","1",1732.3894,"active",226,"s65B+beta+event_226+tlrc"
"227",76,10,"s65B","sender","comp",0,1,1,"truth","trust","2",1739.3894,"waiting",227,"s65B+beta+event_227+tlrc"
"228",76,10,"s65B","sender","comp",0,1,1,"truth","trust","FB",1746.3894,"feedback",228,"s65B+beta+event_228+tlrc"
"229",77,70,"s65B","receiver","coop",100,2,2,"truth","trust","1",1754.4077,"waiting",229,"s65B+beta+event_229+tlrc"
"230",77,70,"s65B","receiver","coop",100,2,2,"truth","trust","2",1761.4077,"active",230,"s65B+beta+event_230+tlrc"
"231",77,70,"s65B","receiver","coop",100,2,2,"truth","trust","FB",1768.4077,"feedback",231,"s65B+beta+event_231+tlrc"
"232",78,60,"s65B","receiver","comp",0,1,2,"truth","doubt","1",1774.4284,"waiting",232,"s65B+beta+event_232+tlrc"
"233",78,60,"s65B","receiver","comp",0,1,2,"truth","doubt","2",1781.4284,"active",233,"s65B+beta+event_233+tlrc"
"234",78,60,"s65B","receiver","comp",0,1,2,"truth","doubt","FB",1788.4284,"feedback",234,"s65B+beta+event_234+tlrc"
"235",79,20,"s65B","sender","coop",100,1,1,"truth","trust","1",1799.4469,"active",235,"s65B+beta+event_235+tlrc"
"236",79,20,"s65B","sender","coop",100,1,1,"truth","trust","2",1806.4469,"waiting",236,"s65B+beta+event_236+tlrc"
"237",79,20,"s65B","sender","coop",100,1,1,"truth","trust","FB",1813.4469,"feedback",237,"s65B+beta+event_237+tlrc"
"238",80,35,"s65B","sender","comp",150,1,2,"truth","doubt","1",1819.4657,"active",238,"s65B+beta+event_238+tlrc"
"239",80,35,"s65B","sender","comp",150,1,2,"truth","doubt","2",1826.4657,"waiting",239,"s65B+beta+event_239+tlrc"
"240",80,35,"s65B","sender","comp",150,1,2,"truth","doubt","FB",1833.4657,"feedback",240,"s65B+beta+event_240+tlrc"
"241",81,30,"s65B","receiver","coop",100,1,1,"truth","trust","1",1842.4863,"waiting",241,"s65B+beta+event_241+tlrc"
"242",81,30,"s65B","receiver","coop",100,1,1,"truth","trust","2",1849.4863,"active",242,"s65B+beta+event_242+tlrc"
"243",81,30,"s65B","receiver","coop",100,1,1,"truth","trust","FB",1856.4863,"feedback",243,"s65B+beta+event_243+tlrc"
"244",82,80,"s65B","receiver","comp",0,1,2,"truth","doubt","1",1865.5046,"waiting",244,"s65B+beta+event_244+tlrc"
"245",82,80,"s65B","receiver","comp",0,1,2,"truth","doubt","2",1872.5046,"active",245,"s65B+beta+event_245+tlrc"
"246",82,80,"s65B","receiver","comp",0,1,2,"truth","doubt","FB",1879.5046,"feedback",246,"s65B+beta+event_246+tlrc"
"247",83,15,"s65B","sender","coop",100,1,1,"truth","trust","1",1884.5252,"active",247,"s65B+beta+event_247+tlrc"
"248",83,15,"s65B","sender","coop",100,1,1,"truth","trust","2",1891.5252,"waiting",248,"s65B+beta+event_248+tlrc"
"249",83,15,"s65B","sender","coop",100,1,1,"truth","trust","FB",1898.5252,"feedback",249,"s65B+beta+event_249+tlrc"
"250",84,85,"s65B","sender","comp",150,1,1,"lie","trust","1",1907.5437,"active",250,"s65B+beta+event_250+tlrc"
"251",84,85,"s65B","sender","comp",150,1,1,"lie","trust","2",1914.5437,"waiting",251,"s65B+beta+event_251+tlrc"
"252",84,85,"s65B","sender","comp",150,1,1,"lie","trust","FB",1921.5437,"feedback",252,"s65B+beta+event_252+tlrc"
"253",85,60,"s65B","receiver","coop",0,2,2,"truth","trust","1",1950.0002,"waiting",253,"s65B+beta+event_253+tlrc"
"254",85,60,"s65B","receiver","coop",0,2,2,"truth","trust","2",1957.0002,"active",254,"s65B+beta+event_254+tlrc"
"255",85,60,"s65B","receiver","coop",0,2,2,"truth","trust","FB",1964.0002,"feedback",255,"s65B+beta+event_255+tlrc"
"256",86,35,"s65B","receiver","comp",0,1,1,"truth","trust","1",1972.0062,"waiting",256,"s65B+beta+event_256+tlrc"
"257",86,35,"s65B","receiver","comp",0,1,1,"truth","trust","2",1979.0062,"active",257,"s65B+beta+event_257+tlrc"
"258",86,35,"s65B","receiver","comp",0,1,1,"truth","trust","FB",1986.0062,"feedback",258,"s65B+beta+event_258+tlrc"
"259",87,85,"s65B","sender","coop",100,2,2,"truth","trust","1",1994.0269,"active",259,"s65B+beta+event_259+tlrc"
"260",87,85,"s65B","sender","coop",100,2,2,"truth","trust","2",2001.0269,"waiting",260,"s65B+beta+event_260+tlrc"
"261",87,85,"s65B","sender","coop",100,2,2,"truth","trust","FB",2008.0269,"feedback",261,"s65B+beta+event_261+tlrc"
"262",88,20,"s65B","sender","comp",150,2,2,"lie","trust","1",2014.0501,"active",262,"s65B+beta+event_262+tlrc"
"263",88,20,"s65B","sender","comp",150,2,2,"lie","trust","2",2021.0501,"waiting",263,"s65B+beta+event_263+tlrc"
"264",88,20,"s65B","sender","comp",150,2,2,"lie","trust","FB",2028.0501,"feedback",264,"s65B+beta+event_264+tlrc"
"265",89,90,"s65B","receiver","coop",100,2,2,"truth","trust","1",2036.0723,"waiting",265,"s65B+beta+event_265+tlrc"
"266",89,90,"s65B","receiver","coop",100,2,2,"truth","trust","2",2043.0723,"active",266,"s65B+beta+event_266+tlrc"
"267",89,90,"s65B","receiver","coop",100,2,2,"truth","trust","FB",2050.0723,"feedback",267,"s65B+beta+event_267+tlrc"
"268",90,80,"s65B","receiver","comp",0,1,2,"truth","doubt","1",2059.1071,"waiting",268,"s65B+beta+event_268+tlrc"
"269",90,80,"s65B","receiver","comp",0,1,2,"truth","doubt","2",2066.1071,"active",269,"s65B+beta+event_269+tlrc"
"270",90,80,"s65B","receiver","comp",0,1,2,"truth","doubt","FB",2073.1071,"feedback",270,"s65B+beta+event_270+tlrc"
"271",91,40,"s65B","sender","coop",100,1,1,"truth","trust","1",2081.1256,"active",271,"s65B+beta+event_271+tlrc"
"272",91,40,"s65B","sender","coop",100,1,1,"truth","trust","2",2088.1256,"waiting",272,"s65B+beta+event_272+tlrc"
"273",91,40,"s65B","sender","coop",100,1,1,"truth","trust","FB",2095.1256,"feedback",273,"s65B+beta+event_273+tlrc"
"274",92,90,"s65B","sender","comp",150,1,1,"lie","trust","1",2104.1433,"active",274,"s65B+beta+event_274+tlrc"
"275",92,90,"s65B","sender","comp",150,1,1,"lie","trust","2",2111.1433,"waiting",275,"s65B+beta+event_275+tlrc"
"276",92,90,"s65B","sender","comp",150,1,1,"lie","trust","FB",2118.1433,"feedback",276,"s65B+beta+event_276+tlrc"
"277",93,75,"s65B","receiver","coop",100,2,2,"truth","trust","1",2127.163,"waiting",277,"s65B+beta+event_277+tlrc"
"278",93,75,"s65B","receiver","coop",100,2,2,"truth","trust","2",2134.163,"active",278,"s65B+beta+event_278+tlrc"
"279",93,75,"s65B","receiver","coop",100,2,2,"truth","trust","FB",2141.163,"feedback",279,"s65B+beta+event_279+tlrc"
"280",94,80,"s65B","receiver","comp",150,2,2,"truth","trust","1",2152.1817,"waiting",280,"s65B+beta+event_280+tlrc"
"281",94,80,"s65B","receiver","comp",150,2,2,"truth","trust","2",2159.1817,"active",281,"s65B+beta+event_281+tlrc"
"282",94,80,"s65B","receiver","comp",150,2,2,"truth","trust","FB",2166.1817,"feedback",282,"s65B+beta+event_282+tlrc"
"283",95,20,"s65B","sender","coop",100,1,1,"truth","trust","1",2174.1997,"active",283,"s65B+beta+event_283+tlrc"
"284",95,20,"s65B","sender","coop",100,1,1,"truth","trust","2",2181.1997,"waiting",284,"s65B+beta+event_284+tlrc"
"285",95,20,"s65B","sender","coop",100,1,1,"truth","trust","FB",2188.1997,"feedback",285,"s65B+beta+event_285+tlrc"
"286",96,35,"s65B","sender","comp",0,1,1,"truth","trust","1",2200.2185,"active",286,"s65B+beta+event_286+tlrc"
"287",96,35,"s65B","sender","comp",0,1,1,"truth","trust","2",2207.2185,"waiting",287,"s65B+beta+event_287+tlrc"
"288",96,35,"s65B","sender","comp",0,1,1,"truth","trust","FB",2214.2185,"feedback",288,"s65B+beta+event_288+tlrc"
"289",97,40,"s65B","receiver","coop",100,1,1,"truth","trust","1",2224.2368,"waiting",289,"s65B+beta+event_289+tlrc"
"290",97,40,"s65B","receiver","coop",100,1,1,"truth","trust","2",2231.2368,"active",290,"s65B+beta+event_290+tlrc"
"291",97,40,"s65B","receiver","coop",100,1,1,"truth","trust","FB",2238.2368,"feedback",291,"s65B+beta+event_291+tlrc"
"292",98,15,"s65B","receiver","comp",150,1,1,"truth","trust","1",2247.2569,"waiting",292,"s65B+beta+event_292+tlrc"
"293",98,15,"s65B","receiver","comp",150,1,1,"truth","trust","2",2254.2569,"active",293,"s65B+beta+event_293+tlrc"
"294",98,15,"s65B","receiver","comp",150,1,1,"truth","trust","FB",2261.2569,"feedback",294,"s65B+beta+event_294+tlrc"
"295",99,75,"s65B","sender","coop",100,2,2,"truth","trust","1",2268.2754,"active",295,"s65B+beta+event_295+tlrc"
"296",99,75,"s65B","sender","coop",100,2,2,"truth","trust","2",2275.2754,"waiting",296,"s65B+beta+event_296+tlrc"
"297",99,75,"s65B","sender","coop",100,2,2,"truth","trust","FB",2282.2754,"feedback",297,"s65B+beta+event_297+tlrc"
"298",100,10,"s65B","sender","comp",150,2,2,"lie","trust","1",2292.2949,"active",298,"s65B+beta+event_298+tlrc"
"299",100,10,"s65B","sender","comp",150,2,2,"lie","trust","2",2299.2949,"waiting",299,"s65B+beta+event_299+tlrc"
"300",100,10,"s65B","sender","comp",150,2,2,"lie","trust","FB",2306.2949,"feedback",300,"s65B+beta+event_300+tlrc"
"301",101,65,"s65B","receiver","coop",0,2,2,"truth","trust","1",2316.3155,"waiting",301,"s65B+beta+event_301+tlrc"
"302",101,65,"s65B","receiver","coop",0,2,2,"truth","trust","2",2323.3155,"active",302,"s65B+beta+event_302+tlrc"
"303",101,65,"s65B","receiver","coop",0,2,2,"truth","trust","FB",2330.3155,"feedback",303,"s65B+beta+event_303+tlrc"
"304",102,25,"s65B","receiver","comp",0,2,1,"truth","doubt","1",2337.3354,"waiting",304,"s65B+beta+event_304+tlrc"
"305",102,25,"s65B","receiver","comp",0,2,1,"truth","doubt","2",2344.3354,"active",305,"s65B+beta+event_305+tlrc"
"306",102,25,"s65B","receiver","comp",0,2,1,"truth","doubt","FB",2351.3354,"feedback",306,"s65B+beta+event_306+tlrc"
"307",103,10,"s65B","sender","coop",100,1,1,"truth","trust","1",2358.3547,"active",307,"s65B+beta+event_307+tlrc"
"308",103,10,"s65B","sender","coop",100,1,1,"truth","trust","2",2365.3547,"waiting",308,"s65B+beta+event_308+tlrc"
"309",103,10,"s65B","sender","coop",100,1,1,"truth","trust","FB",2372.3547,"feedback",309,"s65B+beta+event_309+tlrc"
"310",104,70,"s65B","sender","comp",150,1,1,"lie","trust","1",2383.3733,"active",310,"s65B+beta+event_310+tlrc"
"311",104,70,"s65B","sender","comp",150,1,1,"lie","trust","2",2390.3733,"waiting",311,"s65B+beta+event_311+tlrc"
"312",104,70,"s65B","sender","comp",150,1,1,"lie","trust","FB",2397.3733,"feedback",312,"s65B+beta+event_312+tlrc"
"313",105,25,"s65B","receiver","coop",0,1,1,"truth","trust","1",2407.3927,"waiting",313,"s65B+beta+event_313+tlrc"
"314",105,25,"s65B","receiver","coop",0,1,1,"truth","trust","2",2414.3927,"active",314,"s65B+beta+event_314+tlrc"
"315",105,25,"s65B","receiver","coop",0,1,1,"truth","trust","FB",2421.3927,"feedback",315,"s65B+beta+event_315+tlrc"
"316",106,15,"s65B","receiver","comp",0,2,1,"truth","doubt","1",2428.4132,"waiting",316,"s65B+beta+event_316+tlrc"
"317",106,15,"s65B","receiver","comp",0,2,1,"truth","doubt","2",2435.4132,"active",317,"s65B+beta+event_317+tlrc"
"318",106,15,"s65B","receiver","comp",0,2,1,"truth","doubt","FB",2442.4132,"feedback",318,"s65B+beta+event_318+tlrc"
"319",107,85,"s65B","sender","coop",100,2,2,"truth","trust","1",2452.4324,"active",319,"s65B+beta+event_319+tlrc"
"320",107,85,"s65B","sender","coop",100,2,2,"truth","trust","2",2459.4324,"waiting",320,"s65B+beta+event_320+tlrc"
"321",107,85,"s65B","sender","coop",100,2,2,"truth","trust","FB",2466.4324,"feedback",321,"s65B+beta+event_321+tlrc"
"322",108,30,"s65B","sender","comp",150,1,1,"truth","trust","1",2476.4512,"active",322,"s65B+beta+event_322+tlrc"
"323",108,30,"s65B","sender","comp",150,1,1,"truth","trust","2",2483.4512,"waiting",323,"s65B+beta+event_323+tlrc"
"324",108,30,"s65B","sender","comp",150,1,1,"truth","trust","FB",2490.4512,"feedback",324,"s65B+beta+event_324+tlrc"
"325",109,65,"s65B","receiver","coop",100,2,2,"truth","trust","1",2500.4709,"waiting",325,"s65B+beta+event_325+tlrc"
"326",109,65,"s65B","receiver","coop",100,2,2,"truth","trust","2",2507.4709,"active",326,"s65B+beta+event_326+tlrc"
"327",109,65,"s65B","receiver","coop",100,2,2,"truth","trust","FB",2514.4709,"feedback",327,"s65B+beta+event_327+tlrc"
"328",110,30,"s65B","receiver","comp",150,1,1,"truth","trust","1",2519.4896,"waiting",328,"s65B+beta+event_328+tlrc"
"329",110,30,"s65B","receiver","comp",150,1,1,"truth","trust","2",2526.4896,"active",329,"s65B+beta+event_329+tlrc"
"330",110,30,"s65B","receiver","comp",150,1,1,"truth","trust","FB",2533.4896,"feedback",330,"s65B+beta+event_330+tlrc"
"331",111,60,"s65B","sender","coop",100,2,2,"truth","trust","1",2540.5104,"active",331,"s65B+beta+event_331+tlrc"
"332",111,60,"s65B","sender","coop",100,2,2,"truth","trust","2",2547.5104,"waiting",332,"s65B+beta+event_332+tlrc"
"333",111,60,"s65B","sender","coop",100,2,2,"truth","trust","FB",2554.5104,"feedback",333,"s65B+beta+event_333+tlrc"
"334",112,70,"s65B","sender","comp",150,1,1,"lie","trust","1",2560.5293,"active",334,"s65B+beta+event_334+tlrc"
"335",112,70,"s65B","sender","comp",150,1,1,"lie","trust","2",2567.5293,"waiting",335,"s65B+beta+event_335+tlrc"
"336",112,70,"s65B","sender","comp",150,1,1,"lie","trust","FB",2574.5293,"feedback",336,"s65B+beta+event_336+tlrc"
